player_uid,role,sample_size_text,data_completeness_score,match_confidence,positive_driver_1,positive_driver_2,negative_driver_1,negative_driver_2,warning_text
h_10037098,hitters,26 plate events / 7 BBE,42.307692307692314,0.95,Impact score 40,P90 EV wood-adj 97,Whiff rate 8.3%,Chase rate 0%,Data completeness warning: review missing critical fields before trusting the board score.
h_803284,hitters,34 plate events / 1 BBE,11.764705882352942,0.95,Impact score 68.9,P90 EV wood-adj 105.9,Whiff rate 50%,Chase rate 15%,One-season-only warning: no prior season trend context available.
h_10183259,hitters,55 plate events / 10 BBE,23.636363636363626,0.95,Impact score 64.2,P90 EV wood-adj 102.8,Whiff rate 30.4%,Chase rate 29.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_800751,hitters,40 plate events / 7 BBE,27.5,0.95,Impact score 56.8,P90 EV wood-adj 100.8,Whiff rate 21.1%,Chase rate 26.1%,One-season-only warning: no prior season trend context available.
h_830360,hitters,52 plate events / 14 BBE,38.46153846153846,0.95,Impact score 56.5,P90 EV wood-adj 101.9,Whiff rate 19.4%,Chase rate 50%,One-season-only warning: no prior season trend context available.
h_702554,hitters,44 plate events / 10 BBE,38.63636363636363,0.95,Impact score 48.5,P90 EV wood-adj 99.9,Whiff rate 15%,Chase rate 52.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000136826,hitters,59 plate events / 6 BBE,22.033898305084747,0.95,Impact score 51.8,P90 EV wood-adj 101.5,Whiff rate 18.8%,Chase rate 19%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000190550,hitters,49 plate events / 6 BBE,20.40816326530613,0.95,Impact score 69.6,P90 EV wood-adj 107.9,Whiff rate 31.8%,Chase rate 29%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000251017,hitters,38 plate events / 6 BBE,18.421052631578945,0.95,Impact score 46.3,P90 EV wood-adj 103.5,Whiff rate 9.1%,Chase rate 12.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000094184,hitters,33 plate events / 3 BBE,24.24242424242425,0.95,Impact score 68.1,P90 EV wood-adj 105.4,Whiff rate 31.2%,Chase rate 28.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_831305,hitters,29 plate events / 6 BBE,34.48275862068965,0.95,Impact score 63.7,P90 EV wood-adj 103.5,Whiff rate 26.7%,Chase rate 38.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_812837,hitters,41 plate events / 5 BBE,21.951219512195124,0.95,Impact score 40.3,P90 EV wood-adj 97.2,Whiff rate 8.3%,Chase rate 0%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000255598,hitters,43 plate events / 4 BBE,16.279069767441854,0.95,Impact score 68.6,P90 EV wood-adj 105.6,Whiff rate 37.5%,Chase rate 27.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_828333,hitters,43 plate events / 10 BBE,34.883720930232556,0.95,Impact score 50.9,P90 EV wood-adj 101,Whiff rate 11.8%,Chase rate 36.7%,One-season-only warning: no prior season trend context available.
h_1000213082,hitters,70 plate events / 5 BBE,21.42857142857143,0.95,Impact score 68.8,P90 EV wood-adj 106.9,Whiff rate 44.4%,Chase rate 18.8%,One-season-only warning: no prior season trend context available.
h_803578,hitters,28 plate events / 5 BBE,25,0.95,Impact score 49,P90 EV wood-adj 100.9,Whiff rate 16.7%,Chase rate 18.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000119154,hitters,38 plate events / 10 BBE,28.94736842105263,0.95,Impact score 48.3,P90 EV wood-adj 99.4,Whiff rate 11.8%,Chase rate 26.3%,One-season-only warning: no prior season trend context available.
h_801901,hitters,37 plate events / 3 BBE,27.02702702702703,0.95,Impact score 45.4,P90 EV wood-adj 98.2,Whiff rate 14.3%,Chase rate 15%,One-season-only warning: no prior season trend context available.
h_1000147972,hitters,48 plate events / 6 BBE,22.916666666666657,0.95,Impact score 52.8,P90 EV wood-adj 100.7,Whiff rate 23.5%,Chase rate 18.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_813265,hitters,52 plate events / 9 BBE,26.923076923076934,0.95,Impact score 57.1,P90 EV wood-adj 101.2,Whiff rate 23.8%,Chase rate 20.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000092865,hitters,36 plate events / 4 BBE,22.222222222222214,0.95,Impact score 41.4,P90 EV wood-adj 99.6,Whiff rate 10%,Chase rate 0%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000130841,hitters,42 plate events / 9 BBE,30.95238095238095,0.95,Impact score 39.7,P90 EV wood-adj 99.3,Whiff rate 5.6%,Chase rate 18.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_824545,hitters,50 plate events / 7 BBE,26,0.95,Impact score 71.9,P90 EV wood-adj 99.1,Whiff rate 35%,Chase rate 29.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000228292,hitters,29 plate events / 5 BBE,44.827586206896555,0.95,Impact score 51,P90 EV wood-adj 99.7,Whiff rate 12.5%,Chase rate 35.7%,One-season-only warning: no prior season trend context available.
h_831997,hitters,40 plate events / 10 BBE,35,0.95,Impact score 48.4,P90 EV wood-adj 99.4,Whiff rate 10.5%,Chase rate 33.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_814505,hitters,62 plate events / 5 BBE,20.967741935483872,0.95,Impact score 58.9,P90 EV wood-adj 104.7,Whiff rate 30.4%,Chase rate 14.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_807721,hitters,38 plate events / 10 BBE,34.210526315789465,0.95,Impact score 39.5,P90 EV wood-adj 97.1,Whiff rate 7.1%,Chase rate 10%,Data completeness warning: review missing critical fields before trusting the board score.
h_10108321,hitters,36 plate events / 10 BBE,44.44444444444444,0.95,Impact score 52.7,P90 EV wood-adj 99.9,Whiff rate 20%,Chase rate 33.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000222240,hitters,41 plate events / 10 BBE,36.58536585365854,0.95,Impact score 54.8,P90 EV wood-adj 101.3,Whiff rate 19%,Chase rate 42.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_694987,hitters,26 plate events / 7 BBE,38.46153846153846,0.95,Impact score 57.3,P90 EV wood-adj 101,Whiff rate 20%,Chase rate 42.9%,One-season-only warning: no prior season trend context available.
h_809763,hitters,47 plate events / 10 BBE,38.297872340425535,0.95,Impact score 47.6,P90 EV wood-adj 98.9,Whiff rate 9.1%,Chase rate 29.6%,One-season-only warning: no prior season trend context available.
h_1000107495,hitters,28 plate events / 7 BBE,28.57142857142857,0.95,Impact score 61.4,P90 EV wood-adj 102,Whiff rate 30.8%,Chase rate 26.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_824185,hitters,34 plate events / 9 BBE,32.35294117647058,0.95,Impact score 46.5,P90 EV wood-adj 98.8,Whiff rate 6.7%,Chase rate 25%,Data completeness warning: review missing critical fields before trusting the board score.
h_812449,hitters,44 plate events / 3 BBE,20.454545454545453,0.95,Impact score 50.6,P90 EV wood-adj 99.4,Whiff rate 23.1%,Chase rate 11.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_838396,hitters,27 plate events / 3 BBE,22.222222222222214,0.95,Impact score 44.1,P90 EV wood-adj 98.2,Whiff rate 0%,Chase rate 5.9%,One-season-only warning: no prior season trend context available.
h_10014591,hitters,28 plate events / 4 BBE,25,0.95,Impact score 51.3,P90 EV wood-adj 99.5,Whiff rate 25%,Chase rate 0%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000235645,hitters,25 plate events / 2 BBE,28,0.95,Impact score 43.2,P90 EV wood-adj 97.8,Whiff rate 11.1%,Chase rate 14.3%,One-season-only warning: no prior season trend context available.
h_1000097791,hitters,32 plate events / 4 BBE,15.625,0.95,Impact score 63.9,P90 EV wood-adj 102.8,Whiff rate 42.9%,Chase rate 17.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000265922,hitters,30 plate events / 9 BBE,46.666666666666664,0.95,Impact score 46.5,P90 EV wood-adj 98.6,Whiff rate 16.7%,Chase rate 20%,One-season-only warning: no prior season trend context available.
h_1000114484,hitters,52 plate events / 4 BBE,26.923076923076934,0.95,Impact score 65.5,P90 EV wood-adj 103.3,Whiff rate 29.2%,Chase rate 29.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000050917,hitters,52 plate events / 10 BBE,28.84615384615384,0.95,Impact score 42.5,P90 EV wood-adj 98.2,Whiff rate 4.3%,Chase rate 17.6%,One-season-only warning: no prior season trend context available.
h_832045,hitters,25 plate events / 4 BBE,24,0.95,Impact score 56.1,P90 EV wood-adj 100.6,Whiff rate 25%,Chase rate 12.5%,One-season-only warning: no prior season trend context available.
h_1000069356,hitters,25 plate events / 8 BBE,40,0.95,Impact score 40.3,P90 EV wood-adj 97.2,Whiff rate 15.4%,Chase rate 18.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_828826,hitters,35 plate events / 6 BBE,25.714285714285708,0.95,Impact score 68.2,P90 EV wood-adj 105.2,Whiff rate 35.3%,Chase rate 25%,One-season-only warning: no prior season trend context available.
h_1000079058,hitters,43 plate events / 6 BBE,18.604651162790702,0.95,Impact score 45.3,P90 EV wood-adj 98.8,Whiff rate 7.7%,Chase rate 15.4%,One-season-only warning: no prior season trend context available.
h_1000115728,hitters,30 plate events / 9 BBE,36.66666666666667,0.95,Impact score 54.9,P90 EV wood-adj 100.4,Whiff rate 20%,Chase rate 35.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000235635,hitters,58 plate events / 11 BBE,31.034482758620683,0.95,Impact score 46.2,P90 EV wood-adj 99,Whiff rate 12%,Chase rate 26.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_700426,hitters,78 plate events / 14 BBE,28.205128205128204,0.95,Impact score 60.8,P90 EV wood-adj 102.4,Whiff rate 26.5%,Chase rate 26.2%,One-season-only warning: no prior season trend context available.
h_815834,hitters,28 plate events / 5 BBE,25,0.95,Impact score 69.6,P90 EV wood-adj 108.2,Whiff rate 33.3%,Chase rate 29.4%,One-season-only warning: no prior season trend context available.
h_836691,hitters,26 plate events / 3 BBE,15.384615384615387,0.95,Impact score 48.9,P90 EV wood-adj 99,Whiff rate 14.3%,Chase rate 20%,One-season-only warning: no prior season trend context available.
h_815340,hitters,44 plate events / 3 BBE,20.454545454545453,0.95,Impact score 67,P90 EV wood-adj 104.1,Whiff rate 29.4%,Chase rate 26.9%,One-season-only warning: no prior season trend context available.
h_1000359452,hitters,49 plate events / 6 BBE,16.326530612244895,0.95,Impact score 48.3,P90 EV wood-adj 100.3,Whiff rate 16.7%,Chase rate 13.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_801797,hitters,79 plate events / 13 BBE,25.31645569620254,0.95,Impact score 63.7,P90 EV wood-adj 104.6,Whiff rate 31%,Chase rate 22.2%,One-season-only warning: no prior season trend context available.
h_806065,hitters,42 plate events / 7 BBE,40.476190476190474,0.95,Impact score 41.7,P90 EV wood-adj 98.3,Whiff rate 10%,Chase rate 19%,Data completeness warning: review missing critical fields before trusting the board score.
h_823497,hitters,47 plate events / 3 BBE,17.02127659574468,0.95,Impact score 43.6,P90 EV wood-adj 98.4,Whiff rate 0%,Chase rate 9.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_829644,hitters,26 plate events / 5 BBE,23.076923076923066,0.95,Impact score 64.4,P90 EV wood-adj 104.5,Whiff rate 27.3%,Chase rate 28.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_814469,hitters,26 plate events / 4 BBE,23.076923076923066,0.95,Impact score 68.7,P90 EV wood-adj 105.7,Whiff rate 45.5%,Chase rate 28.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_832233,hitters,30 plate events / 8 BBE,46.666666666666664,0.95,Impact score 48.8,P90 EV wood-adj 100.2,Whiff rate 11.8%,Chase rate 37.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_800605,hitters,46 plate events / 10 BBE,26.08695652173914,0.95,Impact score 65.1,P90 EV wood-adj 103.3,Whiff rate 28.6%,Chase rate 31.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_10053264,hitters,34 plate events / 8 BBE,26.470588235294116,0.95,Impact score 44,P90 EV wood-adj 100.9,Whiff rate 9.1%,Chase rate 17.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000267882,hitters,26 plate events / 2 BBE,19.230769230769226,0.95,Impact score 59.3,P90 EV wood-adj 101.9,Whiff rate 28.6%,Chase rate 12.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_824554,hitters,26 plate events / 7 BBE,38.46153846153846,0.95,Impact score 49.2,P90 EV wood-adj 101.6,Whiff rate 7.1%,Chase rate 38.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000364941,hitters,68 plate events / 11 BBE,32.35294117647058,0.95,Impact score 61.3,P90 EV wood-adj 102.1,Whiff rate 26.5%,Chase rate 34.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_821921,hitters,38 plate events / 6 BBE,21.05263157894737,0.95,Impact score 51,P90 EV wood-adj 101.2,Whiff rate 14.3%,Chase rate 24%,One-season-only warning: no prior season trend context available.
h_10164827,hitters,31 plate events / 6 BBE,32.25806451612904,0.95,Impact score 46.1,P90 EV wood-adj 100.3,Whiff rate 15.4%,Chase rate 20%,One-season-only warning: no prior season trend context available.
h_1000157656,hitters,29 plate events / 7 BBE,24.13793103448276,0.95,Impact score 43.2,P90 EV wood-adj 97.9,Whiff rate 0%,Chase rate 13.3%,One-season-only warning: no prior season trend context available.
h_1000244290,hitters,58 plate events / 19 BBE,36.206896551724135,0.95,Impact score 46.9,P90 EV wood-adj 98.7,Whiff rate 14.8%,Chase rate 25.7%,One-season-only warning: no prior season trend context available.
h_811294,hitters,46 plate events / 10 BBE,30.434782608695656,0.95,Impact score 60.1,P90 EV wood-adj 101.6,Whiff rate 26.1%,Chase rate 30.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000213648,hitters,57 plate events / 6 BBE,19.298245614035096,0.95,Impact score 48.7,P90 EV wood-adj 99,Whiff rate 18.8%,Chase rate 13.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000189698,hitters,31 plate events / 5 BBE,12.903225806451616,0.95,Impact score 49.2,P90 EV wood-adj 99.1,Whiff rate 22.2%,Chase rate 5.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000122192,hitters,36 plate events / 10 BBE,44.44444444444444,0.95,Impact score 60.8,P90 EV wood-adj 101.8,Whiff rate 26.1%,Chase rate 40%,Data completeness warning: review missing critical fields before trusting the board score.
